surah_number,ayah_number,language_code,text_hq
14,37,standard,"Rabbanaaa inneee askantu min zurriyyatee biwaadin ghairi zee zar'in 'inda Baitikal Muharrami Rabbanaa liyuqeemus Salaata faj'al af'idatam minan naasi tahweee ilaihim warzuqhum minas samaraati la'allahum yashkuroon"
14,38,standard,"Rabbanaaa innaka ta'lamu maa nukhfee wa maa nu'lin; wa maa yakhfaa 'alal laahi min shai'in fil ardi wa laa fis samaaa'"
14,39,standard,"Alhamdu lillaahil lazee wahaba lee 'alal kibari Ismaa'eela wa Ishaaq; inna Rabbee lasamee'ud du'aaa"
14,40,standard,"Rabbij 'alnee muqeemas Salaati wa min zurriyyatee Rabbanaa wa taqabbal du'aaa'"
14,41,standard,"Rabbanagh fir lee wa liwaalidaiya wa lilmu'mineena Yawma yaqoomul hisaab"
14,42,standard,"Wa laa tahsabannal laaha ghaafilan 'ammaa ya'maluz zaalimoon; innamaa yu'akh khiruhum li Yawmin tashkhasu feehil absaar"
14,43,standard,"Muhti'eena muqni'ee ru'oosihim laa yartaddu ilaihim tarfuhum wa af'idatuhum hawaaa'"
14,44,standard,"Wa anzirin naasa Yawma yaateehimul 'azaabu fa yaqoolul lazeena zalamoo Rabbanaaa akhkhirnaaa ilaaa ajalin qareebin nujib da'wataka wa nattabi 'ir Rusul; awalam takoonooo aqsamtum min qablu maa lakum min zawaal"
14,45,standard,"Wa sakantum fee masaakinil lazeena zalamooo anfusahum wa tabaiyana lakum kaifa fa'alnaa bihim wa darabnaa lakumul amsaal"
14,46,standard,"Wa qad makaroo makrahum wa 'indal laahi makruhum wa in kaana makruhum litazoola minhul jibaal"
14,47,standard,"Falaa tahsabannal laaha mukhlifa wa'dihee Rusulah; innal laaha 'azeezun zuntiqaam"
14,48,standard,"Yawma tubaddalul ardu ghairal ardi wassamaawaatu wa barazoo lillaahil Waahidil Qahhaar"
14,49,standard,"Wa taral mujrimeena Yawma 'izim muqarraneena filasfaad"
14,50,standard,"Saraabeeluhum min qatiraaninw wa taghshaa wujoohahumun Naar"
14,51,standard,"Liyajziyal laahu kulla nafsim maa kasabat; innal laaha saree'ul hisaab"
14,52,standard,"Haaza balaaghul linnaasi wa liyunzaroo bihee wa liya'lamooo annamaa Huwa Illaahunw Waahidunw wa liyaz zakkara ulul albaab (section 7) (End Juz 13)"
15,1,standard,"Alif-Laaam-Raa; tilka Aayaatul Kitaabi wa Qur-aa-nim Mubeen"
15,2,standard,"Rubamaa yawaddul lazeena kafaroo law kaanoo muslimeen"
15,3,standard,"Zarhum yaakuloo wa yatamatta'oo wa yulhihimul amalu fasawfa ya'lamoon"
15,4,standard,"Wa maaa ahlaknaa min qaryatin illaa wa lahaa kitaabum ma'loom"
15,5,standard,"Maa tasbiqu min ummatin ajalahaa wa maa yastaakhiroon"
15,6,standard,"Wa qaaloo yaaa aiyuhal lazee nuzzila 'alaihiz Zikru innaka lamajnoon"
15,7,standard,"Law maa taateenaa bil malaaa'ikati in kunta minas saadiqeen"
15,8,standard,"Maa nunazzilul malaaa'i kata illaa bilhaqqi wa maa kaanooo izam munzareen"
15,9,standard,"Innaa Nahnu nazalnaz Zikra wa Innaa lahoo lahaa fizoon"
15,10,standard,"Wa laqad arsalnaa min qablika fee shiya'il awwaleen"
15,11,standard,"Wa maa yaateehim mir Rasoolin illaa kaanoo bihee yastahzi'oon"
15,12,standard,"Kazaalika naslukuhoo fee quloobil mujrimeen"
15,13,standard,"Laa yu'minoona bihee wa qad khalat sunnatul awwaleen"
15,14,standard,"Wa law fatahnaa 'alaihim baabam minas samaaa'i fazaloo feehi ya'rujoon"
15,15,standard,"Laqaaloo innamaa sukkirat absaarunaa bal nahnu qawmum mashooroon"
15,16,standard,"Wa laqad ja'alnaa fissamaaa'i buroojanw wa zaiyannaahaa linnaazireen"
15,17,standard,"Wa hafiznaahaa min kulli Shaitaanir rajeem"
15,18,standard,"Illaa manis taraqas sam'a fa atba'ahoo shihaabum mubeen"
15,19,standard,"Wal arda madadnaahaa wa alqainaa feehaa rawaasiya wa ambatnaa feehaa min kulli shai'im mawzoon"
15,20,standard,"Wa ja'alnaa lakum feehaa ma'aayisha wa mal lastum lahoo biraaziqeen"
15,21,standard,"Wa im min shai'in illaa 'indanaa khazaaa 'inuhoo wa maa nunazziluhooo illaa biqadarim ma'loom"
15,22,standard,"Wa arsalnar riyaaha la waaqiha fa anzalnaa minas samaaa'i maaa'an fa asqai naakumoohu wa maaa antum lahoo bikhaazineen"
15,23,standard,"Wa innnaa la nahnu nuhyee wa numeetu wa nahnul waarisoon"
15,24,standard,"Wa la qad 'alimnal mustaqdimeena minkum wa laqad 'alimnal mustaakhireen"
15,25,standard,"Wa inna Rabbaka Huwa yahshuruhum; innahoo Hakeemun 'Aleem"
15,26,standard,"Wa laqad khalaqnal insaana min salsaalim min hama im masnoon"
15,27,standard,"Waljaaanna khalaqnaahu min qablu min naaris samoom"
15,28,standard,"Wa iz qaala Rabbuka lilmalaaa' ikati innee khaaliqum basharam min salsaalim min hama im masnoon"
15,29,standard,"Fa izaa sawwaituhoo wa nafakhtu feehi mir roohee faqa'oo lahoo saajideen"
15,30,standard,"Fasajadal malaaa'ikatu kulluhum ajma'oon"
15,31,standard,"Illaaa ibleesa abaaa ai yakoona ma'as saajideen"
15,32,standard,"Qaala yaaa Ibleesu maa laka allaa takoona ma'as saajideen"
15,33,standard,"Qaala lam akul li asjuda libasharin khalaqtahoo min salsaalim min hama im masnoon"
15,34,standard,"Qaala fakhruj minhaa fa innaka rajeem"
15,35,standard,"Wa inna 'alaikal la'nata ilaa Yawmid Deen"
15,36,standard,"Qaala Rabbi fa anzirneee ilaa Yawmi yub'asoon"
15,37,standard,"Qaala fa innaka minal munzareen"
15,38,standard,"Ilaa Yawmil waqtil ma'loom"
15,39,standard,"Qaala Rabbi bimaaa aghwaitanee la uzayyin anna lahum fil ardi wa la ughwiyan nahum ajma'een"
15,40,standard,"Illaa 'ibaadaka minhumul mukhlaseen"
15,41,standard,"Qaala haaza Siraatun 'alaiya Mustaqeem"
15,42,standard,"Inna 'ibaadee laisa laka 'alaihim sultaanun illaa manittaba'aka minal ghaaween"
15,43,standard,"Wa inna jahannama lamaw'iduhum ajma'een"
15,44,standard,"Lahaa sab'atu abwaab; likulli baabim minhum juz'um maqsoom"
15,45,standard,"Innal muttaqeena fee Jannaatinw wa 'uyoon"
15,46,standard,"Udkhuloohaa bisalaamin aamineen"
15,47,standard,"Wa naza'naa ma fee sudoorihim min ghillin ikhwaanan 'alaa sururim mutaqaabileen"
15,48,standard,"Laa yamas suhum feehaa nasabunw wa maa hum minhaa bimukhrajeen"
15,49,standard,"Nabbi' 'ibaadeee annneee anal Ghafoorur Raheem"
15,50,standard,"Wa anna 'azaabee huwal 'azaabul aleem"
15,51,standard,"Wa nabbi'hum 'an daifi Ibraaheem"
15,52,standard,"Iz dakhaloo 'alaihi faqaaloo salaaman qaala innaa minkum wajiloon"
15,53,standard,"Qaaloo la tawjal innaa nubashshiruka bighulaamin 'aleem"
15,54,standard,"Qaala abashshartumoonee 'alaaa am massaniyal kibaru fabima tubashshiroon"
15,55,standard,"Qaaloo bashsharnaaka bilhaqqi falaa takum minal qaaniteen"
15,56,standard,"Qaala wa mai yaqnatu mir rahmati Rabbiheee illad daaaloon"
15,57,standard,"Qaala famaa khatbukum aiyuhal mursaloon"
15,58,standard,"Qaaloo innaaa ursilnaaa ilaa qawmim mujrimeen"
15,59,standard,"Illaaa Aala Loot; innaa lamunajjoohum ajma'een"
15,60,standard,"Illam ra atahoo qaddarnaaa innahaa laminal ghaabireen"
15,61,standard,"Falamma jaaa'a Aala Lootinil mursaloon"
15,62,standard,"Qaala innakum qawmum munkaroon"
15,63,standard,"Qaaloo bal ji'naaka bimaa kaanoo feehi yamtaroon"
15,64,standard,"Wa atainaaka bilhaqqi wa innaa lasaadiqoon"
15,65,standard,"Fa asri bi ahlika biqit'im minal laili wattabi' adbaarahum wa laa yaltafit minkum ahadunw wamdoo haisu tu'maroon"
15,66,standard,"Wa qadainaaa ilaihi zaalikal amra anna daabira haaa'ulaaa'i maqtoo'um musbiheen"
15,67,standard,"Wa jaaa'a ahlul madeenati yastabshiroon"
15,68,standard,"Qaala inna haaa'ulaaa'i daifee falaa tafdahoon"
15,69,standard,"Wattaqul laaha wa laa tukhzoon"
15,70,standard,"Qaalooo awalam nanhaka 'anil 'aalameen"
15,71,standard,"Qaala haaa'ulaaa'i banaateee in kuntum faa'ileen"
15,72,standard,"La'amruka innahum lafee sakratihim ya'mahoon"
15,73,standard,"Fa akhazat humus saihatu mushriqeen"
15,74,standard,"Faja'alnaa 'aaliyahaa saafilahaa wa amtarnaa 'alaihim hijaaratam min sijjeel"
15,75,standard,"Inna fee zaalika la Aayaatil lilmutawassimeen"
15,76,standard,"Wa innahaa labi sabeelim muqeem"
15,77,standard,"Inna fee zaalika la Aayatal lilmu'mineen"
15,78,standard,"Wa in kaana Ashaabul Aikati lazaalimeen"
15,79,standard,"Fantaqamnaa minhum wa innahumaa labi imaamim mubeen"
15,80,standard,"Wa laqad kazzaba ashaabul Hijril mursaleen"
15,81,standard,"Wa aatainaahum Aayaatinaa fakaanoo 'anhaa mu'rideen"
15,82,standard,"Wa kaanoo yanhitoona minal jibaali buyootan aamineen"
15,83,standard,"Fa akhazat humus saihatu musbiheen"
15,84,standard,"Famaaa aghnaa 'anhum maa kaanoo yaksiboon"
15,85,standard,"Wa maa khalaqnas samaawaati wal arda wa maa bainahumaaa illaa bilhaqq; wa innas Saa'ata la aatiyatun fasfahis safhal jameel"
15,86,standard,"Inna Rabbaka Huwal khallaaqul 'aleem"
15,87,standard,"Wa laqad aatainaaka sab'am minal masaanee wal Qur-aanal 'Azeem"
15,88,standard,"Laa tamuddanna 'ainaika ilaa maa matta 'naa biheee azwaajam minhum wa laa tahzan 'alaihim wakhfid janaahaka lilmu 'mineen"
15,89,standard,"Wa qul inneee anan nazeerul mubeen"
15,90,standard,"Kamaaa anzalnaa 'alal muqtasimeen"
15,91,standard,"Allazeena ja'alul Quraana'ideen"
15,92,standard,"Fawa Rabbika lanas'a lannahum ajma'een"
15,93,standard,"'Ammaa kaanoo ya'maloon"
15,94,standard,"Fasda' bimaa tu'maru wa a'rid anil mushrikeen"
15,95,standard,"Innaa kafainaakal mustahzi'een"
15,96,standard,"Allazeena yaj'aloona ma'al laahi ilaahan aakhar; fasawfa ya'lamoon"
15,97,standard,"Wa laqad na'lamu annaka yadeequ sadruka bimaa yaqooloon"
15,98,standard,"Fasabbih bihamdi Rabbika wa kum minas saajideen"
15,99,standard,"Wa'bud Rabbaka hattaa yaatiyakal yaqeen"
16,1,standard,"Ataaa amrullaahi falaa tasta'jilooh; Subhaanahoo wa Ta'aalaa 'ammaa yushrikoon"
16,2,standard,"Yunazzilul malaaa 'ikata birroohi min amrihee 'alaa mai yashaaa'u min 'ibaadiheee an anzirooo annahoo laaa ilaaha illaaa ana fattaqoon"
16,3,standard,"Khalaqas samaawaati wal arda bilhaqq; Ta'aalaa 'ammaa yushrikoon"
16,4,standard,"Khalaqal insaana min nutfatin fa izaa huwa khaseemum mubeen"
16,5,standard,"Wal an 'amaa khalaqahaa; lakum feehaa dif'unw wa manaafi'u wa minhaa taakuloon"
16,6,standard,"Wa lakum feehaa jamaalun heena tureehoona wa heena tasrahoon"
16,7,standard,"Wa tahmilu asqaalakum ilaa baladil lam takoonoo baaligheehi illaa bishiqqil anfus; inna Rabbakum la Ra'oofur Raheem"
16,8,standard,"Walkhaila wal bighaala wal hameera litarkaboohaa wa zeenah; wa yakhluqu maa laa ta'lamoon"
16,9,standard,"Wa 'alal laahi qasdus sabeeli wa minhaa jaaa'ir; wa law shaaa'a lahadaakum ajma'een"
16,10,standard,"Huwal lazeee anzala minas samaaa'i maaa'al lakum minhu sharaabunw wa minhu shajarun feehi tuseemoon"
16,11,standard,"Yumbitu lakum bihiz zar'a wazzaitoona wanna kheela wal-a'naaba wa min kullis samaraat, inna fee zaalika la Aayatal liqawminy yatafakkaroon"
16,12,standard,"Wa sakkhkhara lakumul laila wannahaara wash shamsa walqamara wannujoomu musakhkharaatum bi amrih; inna fee zaalika la Aayaatil liqawminy ya'qiloon"
16,13,standard,"Wa maa zara a lakum fil ardi mukhtalifan alwaanuh; inna fee zaalika la Aayatal liqawminy yazakkaroon"
16,14,standard,"Wa Huwal lazee sakhkharal bahra litaakuloo minhu lahman tariyyanw wa tastakhrijoo minhu hilyatan talbasoonahaa wa taral fulka mawaakhira feehi wa litabtaghoo min fadlihee wa la'allakum tashkuroon"
16,15,standard,"Wa alqaa fil ardi rawaasiya an tameeda bikum wa anhaaranw wa sublulal la 'allakum tahtadoon"
16,16,standard,"Wa 'alaamaat; wa bin najmi hum yahtadoon"
16,17,standard,"Afamany yakhluqu kamallaa yakhluq; afalaa tazak karoon"
16,18,standard,"Wa in ta'uddoo ni'matal laahi laa tuhsoohaa; innal laaha la Ghafoorur Raheem"
16,19,standard,"Wallaahu ya'lamu maa tusirroona wa maa tu'linoon"
16,20,standard,"Wallazeena yad'oona min doonil laahi laa yakhluqoona shai'anw wa hum yukhlaqoon"
16,21,standard,"Amwaatun ghairu ahyaaa'inw wa maa yash'uroona aiyaana yub'asoon"
16,22,standard,"Ilahukum Ilaahunw Waahid; fallazeena laa yu'minoona bil Aakhirati quloobuhum munkiratunw wa hum mustakbiroon"
16,23,standard,"Laa jarama annal laaha ya'lamu maa yusirrona wa ma yu'linoon; innahoo laa yuhibbul mustakbireen"
16,24,standard,"Wa izaa qeela lahum maazaaa anzala Rabbukum qaaloo asaateerul awwaleen"
16,25,standard,"Liyahmilooo awzaarahum kaamilatany Yawmal Qiyaamati wa min awzaaril lazeena yudilloonahum bighairi 'ilm; alaa saaa'a maa yaziroon"
16,26,standard,"Qad makaral lazeena min qablihim fa atal laahu bunyaa nahum minal qawaa'idi fakharra 'alaihimus saqfu min fawqihim wa ataahumul 'azaabu min haisu laa yash'uroon"
16,27,standard,"Summa Yawmal Qiyaamati yukhzeehim wa yaqoolu aina shurakaaa'iyal lazeena kuntum tushaaaqqoona feehim; qaalal lazeena ootul 'ilma innal khizyal Yawma wassooo'a 'alal kaafireen"
16,28,standard,"Allazeena tatawaf faahu mul malaaa'ikatu zaalimeee anfusihim fa alqawus salama maa kunnaa na'malu min sooo'; balaaa innal laaha 'aleemum bimaa kuntum ta'maloon"
16,29,standard,"Fadkhulooo abwaaba jahannama khaalideena feeha falabi'sa maswal mutakab bireen"
16,30,standard,"Wa qeela lillazeenat taqaw maazaaa anzala Rabbukum; qaaloo khairaa; lillazeena ahsanoo fee haazihid dunyaa hasanah; wa la Daarul Aakhirati khair; wa lani'ma daarul muttaqeen"
16,31,standard,"Jannaatu 'Adniny yadkhuloonahaa tajree min tahtihal anhaaru lahum feehaa maa yashaaa'oon; kazaalika yajzil laahul muttaqeen"
16,32,standard,"Allazeena tatawaf faahumul malaaa'ikatu taiyibeena yaqooloona salaamun 'alai kumud khulul Jannata bimaa kuntum ta'maloon"
16,33,standard,"Hal yanzuroona illaaa an taatiyahumul malaaa'ikatu aw yaatiya amru Rabbik; kazaalika fa'alal lazeena min qablihim; wa maa zalamahumul laahu wa laakin kaanoo anfusahum yazlimoon"
16,34,standard,"Fa asaabahum saiyi aatu maa 'amiloo wa haaqa bihim maa kaano bihee yastahzi'oon"
16,35,standard,"Wa qaalal lazeena ashrakoo law shaaa'al laahu ma 'abadnaa min doonihee min shai'in nahnu wa laaa aabaaa'unaa wa laa harramnaa min doonihee min shai'; kazaalika fa'alal lazeena min qablihim fahal 'alar Rusuli illal balaaghul mubeen"
16,36,standard,"Wa laqad ba'asnaa fee kulli ummatir Rasoolan ani'budul laaha wajtanibut Taaghoota faminhum man hadal laahu wa minhum man haqqat 'alaihid dalaalah; faseeroo fil ardi fanzuroo kaifa kaana 'aaqibatul mukazzibeen"
16,37,standard,"In tahris 'alaa hudaahum fa innal laaha laa yahdee mai yudillu wa maa lahum min naasireen"
16,38,standard,"Wa aqsamoo billaahi jahda aimaanihim laa yab'asul laahu mai yamoot; balaa wa'dan 'alaihi haqqanw wa laakinna aksaran naasi laa ya'lamoon"
16,39,standard,"Liyubaiyina lahumul lazee yakhtalifoona feehi wa liya'lamal lazeena kafarooo annahum kaanoo kaazibeen"
16,40,standard,"Innamaa qawlunaa lishay'in izaa aradnaahu an naqoola lahoo kun fa yakoon"
16,41,standard,"Wallazeena haajaroo fil laahi mim ba'di maa zulimoo lanubawwi' annahum fiddunyaa hasanatanw wa la ajrul Aakhirati akbar; law kaanoo ya'lamoon"
16,42,standard,"Allazeena sabaroo wa 'alaa Rabbihim yatawak kaloon"
16,43,standard,"Wa maaa arsalnaa min qablika illaa rijaalan nooheee ilaihim; fas'alooo ahlaz zikri in kuntum laa ta'lamoon"
16,44,standard,"Bilbaiyinaati waz Zubur; wa anzalnaaa ilaikaz Zikra litubaiyina linnaasi maa nuzzila ilaihim wa la'allahum yatafakkaroon"
16,45,standard,"Afa aminal lazeena makarus saiyi aati ai yakhsifal laahu bihimul arda aw yaaa tiyahumul 'azaabu min haisu laa yash'uroon"
16,46,standard,"Aw yaakhuzahum fee taqallubihim famaa hum bi mu'jizeen"
16,47,standard,"Aw yaakhuzahum 'alaa takhawwuf; fa inna Rabbakum la Ra'oofur Raheem"
16,48,standard,"Awa lam yaraw ilaa maa khalaqal laahu min shai'iny-yatafaiya'u zilaaluhoo 'anil yameeni washshamaaa' ili sujjadal lillaahi wa hum daakhiroon"
16,49,standard,"Wa lillaahi yasjudu maa fis samaawaati wa maa fil ardi min daaabbatinw walma laaa'ikatu wa hum laa yastakbiroon"
16,50,standard,"Yakhaafoona Rabbahum min fawqihim wa yaf'aloona maa yu'maroon (section 6) (make sajda)"
16,51,standard,"Wa qaalal laahu laa tatta khizooo ilaahainis naini innamaa Huwa Ilaahunw Waahid; fa iyyaaya farhaboon"
16,52,standard,"Wa lahoo maa fis samaawaati wal ardi wa lahud deenu waasibaa; afaghairal laahi tattaqoon"
16,53,standard,"Wa maa bikum minni'matin faminal laahi summa izaa massakumud durru fa ilaihi taj'aroon"
16,54,standard,"Summaa izaa kashafad durra 'ankum izaa fareequm minkum bi Rabbihim yushrikoon"
16,55,standard,"Liyakfuroo bimaa aatainaahum; fatamatta'oo, fasawfa ta'lamoon"
16,56,standard,"Wa yaj'aloona limaa laa ya'lamoona naseebam mimmaa razaqnaahum; tallaahi latus'alunaa 'ammaa kuntum taftaroon"
16,57,standard,"Wa yaj'aloona lillaahil banaati Subhaanahoo wa lahum maa yashtahoon"
16,58,standard,"Wa izaa bushshira ahaduhum bil unsaa zalla wajhuhoo muswaddanw wa huwa kazeem"
16,59,standard,"Yatawaaraa minal qawmimin sooo'i maa bushshira bih; a-yumsikuhoo 'alaa hoonin am yadussuhoo fit turaab; alaa saaa'a maa yahkumoon"
16,60,standard,"Lillazeena laa yu'minoona bil Aakhirati masalus saw'i wa lillaahil masalul a'laa; wa Huwal 'Azeezul Hakeem"
16,61,standard,"Wa law yu'aakhizul laahun naasa bizulminhim maa taraka 'alaihaa min daaabbatinw wa laakiny yu'akhkhiruhum ilaaa ajalim musamman fa izaa jaaa'a ajaluhum laa yastaakhiroona saa'atanw wa laa yastaqdimoon"
16,62,standard,"Wa yaj'aloona lillaahi maa yakrahoona wa tasifu alsinatuhumul kaziba anna lahumul husnaa laa jarama anna lahumun Naara wa annahum mufratoon"
16,63,standard,"Tallaahi laqad arsalnaaa ilaaa umamim min qablika fazayyana lahumush Shaitaanu a'maalahum fahuwa waliyyuhumul yawma wa lahum 'azaabun aleem"
16,64,standard,"Wa maaa anzalnaa 'alaikal Kitaaba illaa litubaiyina lahumul lazikh talafoo feehi wa hudanw wa rahmatal liqawminy yu'minoon"
16,65,standard,"Wallaahu anzala minas samaaa'i maaa'an fa ahyaa bihil arda ba'da mawtihaa; inna fee zaalika la aayatal liqaw miny yasma'oon"
16,66,standard,"Wa inna lakum fil an'aami la'ibrah; nusqeekum mimmmaa fee butoonihee mim baini farsinw wa damil labanann khaalisan saaa'ighallish shaaribeen"
16,67,standard,"Wa min samaraatin nakheeli wal a'naabi tattakhizoona minhu sakaranw wa rizqann hasanaa; inna fee zaalika la Aayatal liqawminy ya'qiloon"
16,68,standard,"Wa awhaa Rabbuka ilan-nahli anit takhizee minal jibaali buyootanw wa minash shajari wa mimmaa ya'rishoon"
16,69,standard,"Summma kulee min kullis samaraati faslukee subula Rabbiki zululaa; yakhruju mim butoonihaa sharaabum mukh talifun alwaanuhoo feehi shifaaa'ul linnaas, innna fee zaalika la Aayatal liqawminy yatafakkaroon"
16,70,standard,"Wallaahu khalaqakum suma yatawaffaakum; wa minkum many-yuradu ilaaa arzalil 'umuri likai laa ya'lama ba'da 'ilmin shai'aa; innal laaha 'Aleemun Qadeer"
16,71,standard,"Wallaahu faddala ba'dakum 'alaa ba'din fir rizq; famal lazeena fuddiloo biraaaddee rizqihim 'alaa maa malakat aimaanuhum fahum feehi sawaaa'; afabini'matil laahi yajhadoon"
16,72,standard,"Wallaahu ja'ala lakum min anfusikum azwaajanw wa ja'ala lakum min azwaajikum baneena wa hafadatanw wa razaqakum minat taiyibaat; afabil baatili yu'minoona wa bini'matil laahi hum yakkfuroon"
16,73,standard,"Wa ya'budoona min doonil laahi maa laa yamliku lahum rizqam minas samaawaati wal ardi shai'anw wa laa yastatee'oon"
16,74,standard,"Falaa tadriboo lillaahil amsaal; innal laaha ya'lamu wa antum laa ta'lamoon"
16,75,standard,"Darabal laahu masalan 'abdam mammlookal laa yaqdiru 'alaa shai'inw wa marrazaqnaahu mminnaa rizqan hasanan fahuwa yunfiqu minhu sirranw wa jahra; hal yasta-woon; alhamdu lillaah; bal aksaruhum laa ya'lamoon"
16,76,standard,"Wa darabal laahu masalar rajulaini ahaduhumaaa abkamu laa yaqdiru 'alaa shai'inw wa huwa kallun 'alaa mawlaahu ainamaa yuwajjihhu laa yaati bikhairin hal yastawee huwa wa many-yaamuru bil'adli wa huwa 'alaa Siraatim Mustaqeem"
16,77,standard,"Wa lillaahi ghaibus samaawaati wal ard; wa maaa amrus Saa'ati illaa kalamhil basari aw huwa aqrab; innal laaha 'alaaa kulli shai'in Qadeer"
16,78,standard,"Wallaahu akhrajakum mim butooni ummahaatikum laa ta'lamoona shai'anw wa ja'ala lakumus sam'a wal absaara wal af'idata la'allakum tashkuroon"
16,79,standard,"Alam yaraw ilat tairi musakhkharaatin fee jawwis samaaa'i maa yumsikuhunna illal laah; inna fee zaalika la Aayaatil liqawminy yu'minoon"
16,80,standard,"Wallaahu ja'ala lakum mim buyootikum sakananw wa ja'ala lakum min juloodil an'aami buyootan tastakhif foonahaa yawma za'nikum wa yawma iqaamatikum wa min aswaafihaa wa awbaarihaa wa ash'aarihaaa asaasanw wa mataa'an ilaa heen"
16,81,standard,"Wallaahu ja'ala lakum mimmaa khalaqa zilaalanw wa ja'ala lakum minal jibaali aknaananw wa ja'ala lakum saraabeela taqeekumul harra wa saraabeela taqeekum baasakum; kazaalika yutimmu ni'matahoo alaikum la'allakum tuslimoon"
16,82,standard,"Fa in tawallaw fa innamaa 'alaikal balaaghul mubeen"
16,83,standard,"Ya'rifoona ni'matal laahi summa yunkiroonahaa wa aksaruhumul kaafiroon"
16,84,standard,"Wa yawma nab'asu min kulli ummatin shaheedan summa laa yu'zanu lillazeena kafaroo wa laa hum yusta'taboon"
16,85,standard,"Wa izaa ra al lazeena zalamul 'azaaba falaa yukhaf fafu 'anhum wa laa hum yunzaroon"
16,86,standard,"Wa izaa ra al lazeena ashrakoo shurakaaa'ahum qaaloo Rabbana haaa'ulaaa'i shurakaaa'unal lazeena kunnaa nad'oo min doonika fa alqaw ilaihimul qawla innakum lakaaziboon"
16,87,standard,"Wa alqaw ilal laahi yawma'izinis salama wa dalla 'anhum maa kaanoo yaftaroon"
16,88,standard,"Allazeena kafaroo wa saddoo 'an sabeelil laahi zidnaahum 'azaaban fawqal 'azaabi bimaa kaanoo yufsidoon"
16,89,standard,"Wa yawma nab'asu fee kulli ummmatin shaheedan 'alaihim min anfusihim wa ji'naa bika shaheedan 'alaa haaa'ulaaa'; wa nazzalnaa 'alaikal Kitaaba tibyaanal likulli shai'inw wa hudanw wa rahmatanw wa bushraa lilmuslimeen"
16,90,standard,"Innal laaha ya'muru bil 'adli wal ihsaani wa eetaaa'i zil qurbaa wa yanhaa 'anil fahshaaa'i wal munkari walbagh-i' ya'izukum la'allakum tazakkaroon"
16,91,standard,"Wa awfoo bi Ahdil laahi izaa 'aahattum wa laa tanqudul aimaana ba'da tawkeedihaa wa qad ja'altumul laaha 'alaikum kafeelaa; innal laaha ya'lamu maa taf'aloon"
16,92,standard,"Wa laa takoonoo kallatee naqadat ghazlahaa mim ba'di quwwatin ankaasaa; tattakhizoona aimaanakum dakhalam bainakum an takoona ummatun hiya arbaa min ummah; innnamaa yablookumul laahu bih; wa la yubaiyinanna lakum yawmal Qiyaamati maa kuntum feehi takhtalifoon"
16,93,standard,"Wa law shaaa'al laahu laja'alakum ummmatanw waahidatanw wa laakiny yudillu many-yashaaa'u wa yahdee many-yashaaa'; wa latus'alunna 'ammaa kuntum ta'maloon"
16,94,standard,"Wa laa tattakhizooo aimaanakum dakhalam bainakum fatazilla qadamum ba'da subootihaa wa tazooqus sooo'a bima sadattum 'an sabeelil laahi wa lakum 'azaabun 'azeem"
16,95,standard,"Wa laa tashtaroo bi 'ahdil laahi samanan qaleelaa; innamaa 'indal laahi huwa khairul lakum in kuntum ta'lamoon"
16,96,standard,"Maa 'indakum yanfadu wa maa 'indal laahi baaq; wa lanajziyannal lazeena sabarooo ajjrahum bi ahsani maa kaanoo ya'maloon"
16,97,standard,"Man 'amila saaliham min zakarin aw unsaa wa huwa mu'minun falanuhyiyannahoo hayaatan taiiyibatanw wa lanajzi yannnahum ajrahum bi ahsani maa kaanoo ya'maloon"
16,98,standard,"Fa izaa qara tal Quraana fasta'iz billaahi minashh Shai taanir rajeem"
16,99,standard,"Innahoo laisa lahoo sultaanun 'alal lazeena aamanoo wa 'alaa Rabbihim yatawakkaloon"
16,100,standard,"Innnamaa sultaanuhoo 'alal lazeena yatawallawnahoo wallazeena hum bihee mushrikoon"
16,101,standard,"Wa izaa baddalnaaa Aayatam makaana Aayatinw wal laahu a'lamu bimaa yunazzilu qaalooo innamaa anta muftar; bal aksaruhum laa ya'lamoon"
16,102,standard,"Qul nazzalahoo Roohul Qudusi mir Rabbika bilhaqqi liyusabbital lazeena aamanoo wa hudanw wa bushraa lilmuslimeen"
16,103,standard,"Wa laqad na'lamu annahum yaqooloona innamaa yu'allimuhoo bashar; lisaanul lazee yulhidoona ilaihi a'ja miyyunw wa haaza lisaanun 'Arabiyyum mubeen"
16,104,standard,"Innal lazeena laa yu'minoona bi Aayaatil laahi laa yahdehimul laahu wa lahum 'azaabun aleem"
16,105,standard,"Innamaa yaftaril kazibal lazeena laa yu'minoona bi Aayaatil laahi wa ulaaa'ika humul kaaziboon"
16,106,standard,"Man kafara billaahi mim ba'di eemaanihee illaa man ukriha wa qalbuhoo mutmma'innum bil eemaani wa laakim man sharaha bilkufri sadran fa'alaihim ghadabum minal laahi wa lahum 'azaabun 'azeem"
16,107,standard,"Zaalika bi annahumus tahabbul hayaatad dunyaa 'alal Aakhirati wa annal laaha laa yahdil qawmal kaafireen"
16,108,standard,"Ulaaa'ikal lazeena taba'al laahu 'alaa quloobihim wa sam'ihim wa absaarihim wa ulaaa'ika humul ghaafiloon"
16,109,standard,"Laa jarama annnahum fil Aakhirati humul khasiroon"
16,110,standard,"Summa inna Rabbaka lillazeena haajaroo mim ba'dimaa futinoo summma jaahadoo wa sabaroo inna Rabbaka mim ba'dihaa la Ghafoorur Raheem"
